Periodo,Entidad_Federativa,Sexo,Grupo_edad,Actividad_economica,Numero_personas
20210601,Guerrero,Hombre,25 A 44 AÑOS,Servicios Sociales,33409
20210601,Guerrero,Hombre,45 A 64 AÑOS,Comercio,32146
20210601,Guerrero,Mujer,45 A 64 AÑOS,Servicios Diversos,33647
20210601,Guerrero,Hombre,15 A 24 AÑOS,Industria Manufacturera,14284
20210601,Guerrero,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",121934
20210601,Guerrero,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",3255
20210601,Guerrero,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,3712
20210601,Guerrero,Hombre,15 A 24 AÑOS,Construcción,18627
20210601,Guerrero,Mujer,15 A 24 AÑOS,Construcción,2601
20210601,Guerrero,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,27116
20210601,Guerrero,Mujer,NO ESPECIFICADO,Servicios Diversos,111
20210601,Guerrero,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",11761
20210601,Guerrero,Mujer,15 A 24 AÑOS,Servicios Diversos,14349
20210601,Guerrero,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",14075
20210601,Guerrero,Mujer,65 AÑOS Y MAS,Servicios Sociales,448
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Industria Manufacturera,36591
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Construcción,217
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,Comercio,7329
20210601,Hidalgo,Hombre,15 A 24 AÑOS,Industria Manufacturera,27441
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,12960
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,Servicios Diversos,3916
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Servicios Diversos,41520
20210601,Hidalgo,Hombre,15 A 24 AÑOS,Construcción,26671
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Comercio,53058
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Construcción,64631
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,1965
20210601,Hidalgo,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1262
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Industria Manufacturera,71372
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,6534
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,21384
20210601,Hidalgo,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",16510
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,27147
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,Industria Manufacturera,5787
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Industria Manufacturera,18246
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Servicios Sociales,28584
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,7777
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,20319
20210601,Hidalgo,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",67265
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Comercio,29838
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Construcción,1757
20210601,Hidalgo,Hombre,15 A 24 AÑOS,Servicios Diversos,19282
20210601,Hidalgo,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",17262
20210601,Hidalgo,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",13091
20210601,Hidalgo,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",570
20210601,Hidalgo,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",10289
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Servicios Diversos,37826
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,964
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,10096
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,Industria Manufacturera,2735
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",7313
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,4306
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Servicios Sociales,23299
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",37
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",1283
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Comercio,42508
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Servicios Diversos,23056
20210601,Hidalgo,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",14797
20210601,Hidalgo,Hombre,15 A 24 AÑOS,Servicios Sociales,1959
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,792
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,5122
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Servicios Sociales,13860
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Comercio,37905
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,10993
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,137
20210601,Hidalgo,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5520
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,Servicios Sociales,1111
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Comercio,33873
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Servicios Sociales,2870
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,8250
20210601,Hidalgo,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",21372
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Industria Manufacturera,42787
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1277
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1033
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Construcción,53377
20210601,Hidalgo,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",1451
20210601,Hidalgo,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",478
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",29169
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Construcción,745
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Industria Manufacturera,24313
20210601,Hidalgo,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2686
20210601,Hidalgo,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",46862
20210601,Hidalgo,Hombre,15 A 24 AÑOS,Comercio,23232
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Servicios Sociales,14569
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,Construcción,5532
20210601,Hidalgo,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",2267
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Servicios Diversos,2944
20210601,Hidalgo,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,4891
20210601,Hidalgo,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",9815
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,Servicios Sociales,1453
20210601,Hidalgo,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",8407
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,122
20210601,Hidalgo,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1971
20210601,Hidalgo,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1696
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,714
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,Servicios Diversos,1739
20210601,Hidalgo,Hombre,25 A 44 AÑOS,No Especificado,95
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,5566
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Servicios Diversos,23204
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,Comercio,10925
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",783
20210601,Jalisco,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,6581
20210601,Jalisco,Hombre,25 A 44 AÑOS,No Especificado,8051
20210601,Jalisco,Hombre,45 A 64 AÑOS,Servicios Diversos,43819
20210601,Jalisco,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,5609
20210601,Jalisco,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",5896
20210601,Jalisco,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,789
20210601,Jalisco,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,1231
20210601,Jalisco,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",50138
20210601,Jalisco,Hombre,15 A 24 AÑOS,Servicios Diversos,42330
20210601,Jalisco,Hombre,25 A 44 AÑOS,Industria Manufacturera,225206
20210601,Jalisco,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",88715
20210601,Jalisco,Mujer,25 A 44 AÑOS,Construcción,7733
20210601,Jalisco,Mujer,NO ESPECIFICADO,Servicios Diversos,685
20210601,Jalisco,Hombre,65 AÑOS Y MAS,Servicios Diversos,11886
20210601,Jalisco,Mujer,15 A 24 AÑOS,Servicios Sociales,15975
20210601,Jalisco,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,72689
20210601,Jalisco,Mujer,65 AÑOS Y MAS,Industria Manufacturera,1485
20210601,Jalisco,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,4832
20210601,Jalisco,Hombre,45 A 64 AÑOS,Servicios Sociales,42125
20210601,Jalisco,Mujer,45 A 64 AÑOS,Servicios Diversos,79583
20210601,Jalisco,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",28979
20210601,Jalisco,Hombre,NO ESPECIFICADO,Servicios Diversos,503
20210601,Jalisco,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",76781
20210601,Jalisco,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,354
20210601,Jalisco,Hombre,15 A 24 AÑOS,Servicios Sociales,3693
20210601,Jalisco,Hombre,45 A 64 AÑOS,Construcción,94930
20210601,Jalisco,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",18511
20210601,Jalisco,Mujer,25 A 44 AÑOS,Servicios Diversos,123389
20210601,Jalisco,Hombre,15 A 24 AÑOS,No Especificado,7403
20210601,Jalisco,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",22342
20210601,Jalisco,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,50229
20210601,Jalisco,Mujer,25 A 44 AÑOS,Comercio,176469
20210601,Jalisco,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1255
20210601,Jalisco,Mujer,25 A 44 AÑOS,Industria Manufacturera,115486
20210601,Jalisco,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",5710
20210601,Jalisco,Mujer,NO ESPECIFICADO,"Servicios Profesionales, Financieros y Corporativos",750
20210601,Jalisco,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",52307
20210601,Jalisco,Hombre,25 A 44 AÑOS,Servicios Sociales,51226
20210601,Jalisco,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,22606
20210601,Jalisco,Mujer,65 AÑOS Y MAS,Servicios Sociales,4279
20210601,Jalisco,Hombre,25 A 44 AÑOS,Comercio,192112
20210601,Jalisco,Hombre,45 A 64 AÑOS,Comercio,126382
20210601,Jalisco,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",6730
20210601,Jalisco,Mujer,15 A 24 AÑOS,Construcción,2066
20210601,Jalisco,Mujer,NO ESPECIFICADO,Servicios Sociales,362
20210601,Jalisco,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1885
20210601,Jalisco,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,7779
20210601,Jalisco,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",4331
20210601,Jalisco,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",46473
20210601,Jalisco,Hombre,65 AÑOS Y MAS,Construcción,14376
20210601,Jalisco,Mujer,15 A 24 AÑOS,Industria Manufacturera,40737
20210601,Jalisco,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",12402
20210601,Jalisco,Hombre,45 A 64 AÑOS,Industria Manufacturera,124898
20210601,Jalisco,Mujer,45 A 64 AÑOS,Comercio,118023
20210601,Jalisco,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,16577
20210601,Jalisco,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",4280
20210601,Jalisco,Mujer,25 A 44 AÑOS,Servicios Sociales,133069
20210601,Jalisco,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,68745
20210601,Jalisco,Mujer,15 A 24 AÑOS,Servicios Diversos,23169
20210601,Jalisco,Mujer,45 A 64 AÑOS,Industria Manufacturera,66692
20210601,Jalisco,Hombre,25 A 44 AÑOS,Construcción,130367
20210601,Jalisco,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,30721
20210601,Jalisco,Hombre,65 AÑOS Y MAS,Servicios Sociales,2666
20210601,Jalisco,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",8237
20210601,Jalisco,Hombre,15 A 24 AÑOS,Comercio,75011
20210601,Jalisco,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",114411
20210601,Jalisco,Mujer,25 A 44 AÑOS,No Especificado,149
20210601,Jalisco,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",109366
20210601,Jalisco,Hombre,25 A 44 AÑOS,Servicios Diversos,79619
20210601,Jalisco,Hombre,NO ESPECIFICADO,Industria Manufacturera,1497
20210601,Jalisco,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,3201
20210601,Jalisco,Mujer,45 A 64 AÑOS,Construcción,1072
20210601,Jalisco,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,7411
20210601,Jalisco,Hombre,15 A 24 AÑOS,Construcción,63859
20210601,Jalisco,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,36986
20210601,Jalisco,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",18865
20210601,Jalisco,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,26047
20210601,Jalisco,Hombre,65 AÑOS Y MAS,Comercio,22860
20210601,Jalisco,Hombre,NO ESPECIFICADO,Construcción,750
20210601,Jalisco,Mujer,45 A 64 AÑOS,Servicios Sociales,57910
20210601,Jalisco,Mujer,65 AÑOS Y MAS,Comercio,20647
20210601,Jalisco,Hombre,15 A 24 AÑOS,Industria Manufacturera,89996
20210601,Jalisco,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,37346
20210601,Jalisco,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",68893
20210601,Jalisco,Mujer,15 A 24 AÑOS,Comercio,95831
20210601,Jalisco,Hombre,NO ESPECIFICADO,Comercio,685
20210601,Jalisco,Mujer,15 A 24 AÑOS,No Especificado,1324
20210601,Jalisco,Mujer,45 A 64 AÑOS,No Especificado,260
20210601,Jalisco,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",2115
20210601,Jalisco,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",17088
20210601,Jalisco,Hombre,45 A 64 AÑOS,No Especificado,5760
20210601,Jalisco,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,34647
20210601,Jalisco,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",55432
20210601,Jalisco,Hombre,65 AÑOS Y MAS,Industria Manufacturera,10855
20210601,Jalisco,Mujer,65 AÑOS Y MAS,Servicios Diversos,9168
20210601,Michoacán,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,713
20210601,Michoacán,Hombre,45 A 64 AÑOS,Servicios Diversos,16790
20210601,Michoacán,Mujer,25 A 44 AÑOS,Servicios Sociales,67389
20210601,Michoacán,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",6160
20210601,Michoacán,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",19397
20210601,Michoacán,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1004
20210601,Michoacán,Mujer,45 A 64 AÑOS,No Especificado,2452
20210601,Michoacán,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,749
20210601,Michoacán,Hombre,65 AÑOS Y MAS,Comercio,8679
20210601,Michoacán,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5249
20210601,Michoacán,Hombre,45 A 64 AÑOS,No Especificado,172
20210601,Michoacán,Hombre,65 AÑOS Y MAS,Servicios Diversos,4254
20210601,Michoacán,Mujer,25 A 44 AÑOS,Industria Manufacturera,38631
20210601,Michoacán,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",44606
20210601,Michoacán,Mujer,15 A 24 AÑOS,Servicios Sociales,6145
20210601,Michoacán,Mujer,45 A 64 AÑOS,Construcción,376
20210601,Michoacán,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,694
20210601,Michoacán,Hombre,25 A 44 AÑOS,No Especificado,2885
20210601,Michoacán,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,19888
20210601,Michoacán,Mujer,45 A 64 AÑOS,Servicios Sociales,30145
20210601,Michoacán,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",81540
20210601,Michoacán,Hombre,45 A 64 AÑOS,Construcción,46686
20210601,Michoacán,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,12076
20210601,Michoacán,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,443
20210601,Michoacán,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,5377
20210601,Michoacán,Mujer,15 A 24 AÑOS,Industria Manufacturera,15580
20210601,Michoacán,Mujer,15 A 24 AÑOS,Comercio,41755
20210601,Michoacán,Mujer,25 A 44 AÑOS,Construcción,3099
20210601,Michoacán,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,5058
20210601,Michoacán,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,7765
20210601,Michoacán,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,3600
20210601,Michoacán,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5435
20210601,Michoacán,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",8352
20210601,Michoacán,Mujer,45 A 64 AÑOS,Industria Manufacturera,18535
20210601,Michoacán,Hombre,15 A 24 AÑOS,Industria Manufacturera,28926
20210601,Michoacán,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,22819
20210601,Michoacán,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",39617
20210601,Michoacán,Mujer,45 A 64 AÑOS,Servicios Diversos,32401
20210601,Michoacán,Hombre,25 A 44 AÑOS,Industria Manufacturera,71017
20210601,Michoacán,Hombre,45 A 64 AÑOS,Industria Manufacturera,51320
20210601,Michoacán,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,5825
20210601,Michoacán,Mujer,45 A 64 AÑOS,Comercio,66465
20210601,Michoacán,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,13720
20210601,Michoacán,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",23975
20210601,Michoacán,Mujer,25 A 44 AÑOS,Servicios Diversos,70442
20210601,Michoacán,Hombre,25 A 44 AÑOS,Servicios Diversos,27649
20210601,Michoacán,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",383
20210601,Michoacán,Hombre,65 AÑOS Y MAS,Servicios Sociales,2245
20210601,Michoacán,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",18694
20210601,Michoacán,Mujer,15 A 24 AÑOS,Construcción,95
20210601,Michoacán,Mujer,15 A 24 AÑOS,Servicios Diversos,11294
20210601,Michoacán,Mujer,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",115
20210601,Michoacán,Hombre,15 A 24 AÑOS,Comercio,52892
20210601,Michoacán,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",7250
20210601,Michoacán,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",29584
20210601,Michoacán,Mujer,65 AÑOS Y MAS,Servicios Diversos,4070
20210601,Michoacán,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,9216
20210601,Michoacán,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,954
20210601,Michoacán,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",3143
20210601,Michoacán,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",24738
20210601,Michoacán,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,26662
20210601,Michoacán,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4376
20210601,Michoacán,Hombre,15 A 24 AÑOS,Servicios Diversos,15608
20210601,Michoacán,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",16393
20210601,Michoacán,Hombre,15 A 24 AÑOS,Construcción,29952
20210601,Michoacán,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",128837
20210601,Michoacán,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",1992
20210601,Michoacán,Mujer,65 AÑOS Y MAS,Servicios Sociales,4646
20210601,Michoacán,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",24527
20210601,Michoacán,Mujer,25 A 44 AÑOS,No Especificado,146
20210601,Michoacán,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",132
20210601,Michoacán,Hombre,15 A 24 AÑOS,No Especificado,258
20210601,Michoacán,Hombre,25 A 44 AÑOS,Comercio,83319
20210601,Michoacán,Hombre,45 A 64 AÑOS,Servicios Sociales,19913
20210601,Michoacán,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",142610
20210601,Michoacán,Hombre,25 A 44 AÑOS,Construcción,62635
20210601,Michoacán,Mujer,65 AÑOS Y MAS,Construcción,2408
20210601,Michoacán,Mujer,25 A 44 AÑOS,Comercio,106553
20210601,Michoacán,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,11013
20210601,Michoacán,Hombre,15 A 24 AÑOS,Servicios Sociales,1908
20210601,Michoacán,Hombre,65 AÑOS Y MAS,Industria Manufacturera,7269
20210601,Michoacán,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,31306
20210601,Michoacán,Mujer,65 AÑOS Y MAS,Industria Manufacturera,4716
20210601,Michoacán,Hombre,25 A 44 AÑOS,Servicios Sociales,29832
20210601,Michoacán,Hombre,45 A 64 AÑOS,Comercio,53621
20210601,Michoacán,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,20703
20210601,Michoacán,Hombre,65 AÑOS Y MAS,Construcción,7125
20210601,Michoacán,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,1237
20210601,Michoacán,Mujer,65 AÑOS Y MAS,Comercio,11099
20210601,Morelos,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",7807
20210601,Morelos,Mujer,25 A 44 AÑOS,Construcción,1667
20210601,Morelos,Hombre,25 A 44 AÑOS,Industria Manufacturera,33098
20210601,Morelos,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,484
20210601,Morelos,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",1679
20210601,Morelos,Mujer,15 A 24 AÑOS,Servicios Sociales,4044
20210601,Morelos,Mujer,65 AÑOS Y MAS,Industria Manufacturera,560
20210601,Morelos,Hombre,45 A 64 AÑOS,Servicios Sociales,9811
20210601,Morelos,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5149
20210601,Morelos,Hombre,25 A 44 AÑOS,No Especificado,1684
20210601,Morelos,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",17341
20210601,Morelos,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",20929
20210601,Morelos,Hombre,45 A 64 AÑOS,Servicios Diversos,12158
20210601,Morelos,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1662
20210601,Morelos,Hombre,15 A 24 AÑOS,Industria Manufacturera,12005
20210601,Morelos,Hombre,25 A 44 AÑOS,Servicios Sociales,12825
20210601,Morelos,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,6775
20210601,Morelos,Mujer,15 A 24 AÑOS,Industria Manufacturera,3150
20210601,Morelos,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,5653
20210601,Morelos,Mujer,25 A 44 AÑOS,Servicios Sociales,25785
20210601,Morelos,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1488
20210601,Morelos,Mujer,45 A 64 AÑOS,Comercio,31546
20210601,Morelos,Hombre,15 A 24 AÑOS,Servicios Sociales,2002
20210601,Morelos,Mujer,15 A 24 AÑOS,Servicios Diversos,6767
20210601,Morelos,Mujer,45 A 64 AÑOS,Servicios Diversos,23201
20210601,Morelos,Hombre,15 A 24 AÑOS,No Especificado,141
20210601,Morelos,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,9366
